step,train_loss,lr,grad_norm,tokens_per_second,elapsed_minutes,tokens_processed,val_loss,val_train_loss
0,3.1441574096679688,2.0715894702413814e-06,0.20130303502082825,114624.65978403184,0.04288096825281779,0,,
10,3.104454278945923,2.2787484172655196e-05,0.17177295684814453,182743.84509770566,0.3118476311365763,2949120,,
20,3.144528865814209,4.3503378875069013e-05,0.15702982246875763,183429.0026582994,0.5798096100489298,5898240,,
30,3.155911922454834,6.421927357748283e-05,0.1532706916332245,183414.45131828805,0.8477928757667541,8847360,,
40,3.1419920921325684,8.493516827989664e-05,0.14997871220111847,183336.00906620186,1.1158907731374106,11796480,,
50,3.110255718231201,0.00010565106298231046,0.15528154373168945,183355.5243265877,1.3839601516723632,14745600,,
60,3.11729097366333,0.00012636695768472426,0.16163663566112518,183267.51977445904,1.652158260345459,17694720,,
70,3.1235697269439697,0.00014708285238713807,0.16558802127838135,183297.6157285062,1.9203123370806376,20643840,,
80,3.1370739936828613,0.0001677987470895519,0.1672474890947342,183300.59544517312,2.1884620507558186,23592960,,
90,3.158540725708008,0.00018851464179196571,0.17164796590805054,183292.78917333813,2.456623180707296,26542080,,
100,3.1156866550445557,0.00020923053649437952,0.17489266395568848,183263.27585066596,2.724827500184377,29491200,,
110,3.1169817447662354,0.00022994643119679333,0.18250465393066406,183302.9016005087,2.992973840236664,32440320,,
120,3.1539502143859863,0.00025066232589920716,0.1871817708015442,183264.35106804568,3.261176570256551,35389440,,
130,3.1314573287963867,0.00027137822060162097,0.18300876021385193,178222.87394929313,3.536966097354889,38338560,,
140,3.1673130989074707,0.0002920941153040348,0.1875295639038086,183309.85029685305,3.80510227282842,41287680,,
150,3.142583131790161,0.0003107384205362072,0.19638939201831818,183272.71973150852,4.073292768001556,44236800,,
160,3.166217088699341,0.0003104161469327476,0.1961783766746521,183308.79356121478,4.341430481274923,47185920,,
170,3.132481098175049,0.00031009379186682347,0.19669082760810852,183255.38316387014,4.609646352132161,50135040,,
180,3.144284963607788,0.00030977152186810355,0.18992410600185394,183279.25064388485,4.8778273065884905,53084160,,
190,3.1477723121643066,0.00030944931106606695,0.18666714429855347,183295.8366366677,5.145983970165252,56033280,,
200,3.133416175842285,0.00030912713499816046,0.17425397038459778,183320.05154626342,5.414105216662089,58982400,,
210,3.136669635772705,0.0003088049620886108,0.19544680416584015,183267.03373611218,5.6823040326436365,61931520,,
220,3.11083722114563,0.0003084827468885905,0.18819884955883026,183247.7137635168,5.950531129042307,64880640,,
230,3.13151216506958,0.000308160671696751,0.18135158717632294,183306.5443033015,6.218672136465709,67829760,,
240,3.1522486209869385,0.00030783855460514014,0.18388386070728302,183264.88325101245,6.486874107519785,70778880,,
250,3.153071880340576,0.0003075164527996437,0.18043188750743866,183265.51861635732,6.755075140794118,73728000,,
260,3.1229991912841797,0.0003071945009438285,0.21351630985736847,183314.78370206887,7.023204112052918,76677120,,
270,3.1690526008605957,0.0003068725371272739,0.19225043058395386,183305.01494810608,7.291347376505533,79626240,,
280,3.1753385066986084,0.00030655051844846466,0.20041947066783905,183245.015373197,7.559578422705332,82575360,,
290,3.180410385131836,0.0003062285708944445,0.19642293453216553,183271.75031766028,7.827770360310873,85524480,,
300,3.1817171573638916,0.00030590660106931053,0.2191709727048874,183232.64831527515,8.09601951042811,88473600,,
310,3.1312761306762695,0.0003055845998386841,0.19801029562950134,183200.63364299625,8.364315513769785,91422720,,
320,3.1392159461975098,0.00030526262803743325,0.1868811845779419,183193.1207580286,8.632622563838959,94371840,,
330,3.1394684314727783,0.000304940825260846,0.1741526573896408,183286.83306032087,8.900792396068573,97320960,,
340,3.122237205505371,0.0003046190501111679,0.17620092630386353,183257.2619254909,9.169005517164866,100270080,,
350,3.1932485103607178,0.0003042973486833499,0.18852394819259644,183283.8130542436,9.437179791927338,103219200,,
360,3.1182711124420166,0.00030397564895692656,0.2095143049955368,183278.11279240472,9.705362403392792,106168320,,
370,3.1493892669677734,0.00030365399616770716,0.18281331658363342,183282.11841816618,9.973539153734842,109117440,,
380,3.1724705696105957,0.0003033324025474108,0.2003479152917862,183271.58739196972,10.241731309890747,112066560,,
390,3.131682872772217,0.0003030108888026436,0.1850997805595398,183315.45473089252,10.509859279791515,115015680,,
400,3.1892361640930176,0.0003026892116849199,0.19145150482654572,183195.65211630755,10.778162610530853,117964800,,
410,3.1524288654327393,0.000302367716650191,0.19290632009506226,183288.52235172808,11.04632998307546,120913920,,
420,3.1189823150634766,0.00030204626664660333,0.183149516582489,183268.92359801524,11.314526033401489,123863040,,
430,3.139033079147339,0.00030172486777569094,0.18614305555820465,183300.70138036573,11.582675596078237,126812160,,
440,3.1651031970977783,0.00030140348372568516,0.1893133819103241,183262.7844044992,11.850880630811055,129761280,,
450,3.172847270965576,0.00030108216019013545,0.18580317497253418,183294.63882482253,12.119039058685303,132710400,,
460,3.1259067058563232,0.0003007609168103423,0.17908833920955658,183293.4872018915,12.387199167410532,135659520,,
470,3.1268820762634277,0.00030043961666898937,0.1881778985261917,183248.84580806852,12.655424606800079,138608640,,
480,3.1263203620910645,0.00030011843215964774,0.1974605917930603,183305.0448286914,12.92356781164805,141557760,,
490,3.138169288635254,0.0002997972734713144,0.20819410681724548,183272.63826776523,13.191758422056834,144506880,,
500,3.1379055976867676,0.00029947613641312116,0.19076667726039886,183251.68005289475,13.459979708989461,147456000,3.1041808128356934,3.1284165382385254
510,3.1204376220703125,0.0002983894482729654,0.1835944950580597,54145.15450702925,14.36776181459427,150405120,,
520,3.128047227859497,0.00029805166114411637,0.19053132832050323,174118.18548314046,14.650052813688914,153354240,,
530,3.1485767364501953,0.00029773094584039674,0.19665421545505524,183395.42382529835,14.918063879013062,156303360,,
540,3.162384510040283,0.00029741047691817836,0.18251638114452362,183471.52211652897,15.185963769753775,159252480,,
550,3.168177843093872,0.0002970900034168477,0.1799846738576889,183454.19961504225,15.453888972600302,162201600,,
560,3.1002840995788574,0.00029676962017732345,0.18024222552776337,183490.18705828942,15.721761627991993,165150720,,
570,3.121293306350708,0.000296449215717269,0.20487119257450104,183445.18863634893,15.989699983596802,168099840,,
580,3.1436283588409424,0.0002961289122683882,0.17908576130867004,183454.12615239786,16.257625285784403,171048960,,
590,3.1277315616607666,0.0002958086370647903,0.19582310318946838,183466.45781723296,16.525532579422,173998080,,
600,3.1719048023223877,0.00029548847110437003,0.2036164104938507,183493.9188691576,16.793399775028227,176947200,,
610,3.142986297607422,0.0002951682521801429,0.17871223390102386,183448.92677912302,17.061332662900288,179896320,,
620,3.127624750137329,0.000294848078171676,0.17978127300739288,183425.06132906984,17.329300423463184,182845440,,
630,3.144252300262451,0.00029452791244698493,0.18112584948539734,183403.11919162876,17.597300239404042,185794560,,
640,3.1143758296966553,0.00029420783426505596,0.1953161656856537,183443.6787310446,17.865240796407065,188743680,,
650,3.120537281036377,0.0002938878629004878,0.18736650049686432,183443.64064366464,18.133181432882946,191692800,,
660,3.1400198936462402,0.0002935679192359421,0.20006632804870605,183458.5612248889,18.401100250085197,194641920,,
670,3.1425209045410156,0.00029324802192365866,0.194370299577713,183437.38092562376,18.66905001004537,197591040,,
680,3.1352829933166504,0.0002929280908016614,0.19067810475826263,183393.5231964565,18.93706384499868,200540160,,
690,3.1228559017181396,0.0002926083020377919,0.18483243882656097,183453.7071443658,19.204989767074586,203489280,,
700,3.1069111824035645,0.0002922885137915201,0.2008974254131317,183421.6423835576,19.472962534427644,206438400,,
710,3.1171841621398926,0.0002919688480404692,0.19742587208747864,183460.66455815418,19.74087828795115,209387520,,
720,3.1605467796325684,0.00029164927760676223,0.19556470215320587,183472.09088119885,20.008777352174125,212336640,,
730,3.101588726043701,0.0002913297419681231,0.17814433574676514,183465.42920811867,20.27668614387512,215285760,,
740,3.1247785091400146,0.0002910102535557037,0.21531176567077637,183459.1598400546,20.544604098796846,218234880,,
750,3.1602675914764404,0.00029069074914123415,0.18463638424873352,183422.67866145683,20.812575324376425,221184000,,
760,3.1522796154022217,0.00029037133479686757,0.17933306097984314,183449.22605478176,21.080507787068687,224133120,,
770,3.158034563064575,0.00029005198391117155,0.19254560768604279,183452.32225481255,21.348435731728873,227082240,,
780,3.1291611194610596,0.0002897327746927866,0.18086987733840942,183484.8468314995,21.616316163539885,230031360,,
790,3.1197848320007324,0.000289413452840301,0.1878151297569275,183390.39907241374,21.88433457215627,232980480,,
800,3.128622531890869,0.0002890942210594103,0.19264177978038788,183417.2471722811,22.15231374502182,235929600,,
810,3.092982769012451,0.00028877505737731146,0.1801794469356537,183421.54718801237,22.42028663158417,238878720,,
820,3.148350238800049,0.0002884560381979707,0.18284045159816742,183470.1696137499,22.68818850914637,241827840,,
